S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13551,18-07-2020,Tamil Nadu,160907,47785,110807,2315
13552,19-07-2020,Tamil Nadu,165714,49455,113856,2403
13553,20-07-2020,Tamil Nadu,170693,50297,117915,2481
13554,21-07-2020,Tamil Nadu,175678,51351,121776,2551
13555,22-07-2020,Tamil Nadu,180643,51347,126670,2626
13556,23-07-2020,Tamil Nadu,186492,51765,131583,3144
13557,24-07-2020,Tamil Nadu,192964,52939,136793,3232
13558,25-07-2020,Tamil Nadu,199749,53132,143297,3320
13559,26-07-2020,Tamil Nadu,206737,52273,151055,3409
13560,27-07-2020,Tamil Nadu,213723,53703,156526,3494
13561,28-07-2020,Tamil Nadu,220716,54896,162249,3571
13562,29-07-2020,Tamil Nadu,227688,57073,166956,3659
13563,30-07-2020,Tamil Nadu,234114,57490,172883,3741
13564,31-07-2020,Tamil Nadu,239978,57962,178178,3838
13565,01-08-2020,Tamil Nadu,245859,57968,183956,3935
13566,02-08-2020,Tamil Nadu,251738,56738,190966,4034
13567,03-08-2020,Tamil Nadu,257613,56998,196483,4132
13568,04-08-2020,Tamil Nadu,263222,56698,202283,4241
13569,05-08-2020,Tamil Nadu,268285,55152,208784,4349
13570,06-08-2020,Tamil Nadu,273460,54184,214815,4461
13571,07-08-2020,Tamil Nadu,279144,53486,221087,4571
13572,08-08-2020,Tamil Nadu,285024,52759,227575,4690
13573,09-08-2020,Tamil Nadu,290907,53481,232618,4808
13574,10-08-2020,Tamil Nadu,296901,53336,238638,4927
13575,11-08-2020,Tamil Nadu,302815,53099,244675,5041
13576,12-08-2020,Tamil Nadu,308649,52810,250680,5159
13577,13-08-2020,Tamil Nadu,314520,52929,256313,5278
13578,14-08-2020,Tamil Nadu,320355,53499,261459,5397
13579,15-08-2020,Tamil Nadu,326245,53716,267015,5514
13580,16-08-2020,Tamil Nadu,332105,54213,272251,5641
13581,17-08-2020,Tamil Nadu,338055,54019,278270,5766
13582,18-08-2020,Tamil Nadu,343945,54122,283937,5886
13583,19-08-2020,Tamil Nadu,349654,53860,289787,6007
13584,20-08-2020,Tamil Nadu,355449,53155,296171,6123
13585,21-08-2020,Tamil Nadu,361435,53283,301913,6239
13586,22-08-2020,Tamil Nadu,367430,53413,307677,6340
13587,23-08-2020,Tamil Nadu,373410,53710,313280,6420
13588,24-08-2020,Tamil Nadu,379385,53541,319327,6517
13589,25-08-2020,Tamil Nadu,385352,53282,325456,6614
13590,26-08-2020,Tamil Nadu,391303,52128,332454,6721
13591,27-08-2020,Tamil Nadu,397261,52362,338060,6839
13592,28-08-2020,Tamil Nadu,403242,52364,343930,6948
13593,29-08-2020,Tamil Nadu,409238,52506,349682,7050
13594,30-08-2020,Tamil Nadu,415590,52726,355727,7137
13595,31-08-2020,Tamil Nadu,422085,52721,362133,7231
13596,01-09-2020,Tamil Nadu,428041,52578,368141,7322
13597,02-09-2020,Tamil Nadu,433969,52379,374172,7418
13598,03-09-2020,Tamil Nadu,439959,52380,380063,7516
13599,04-09-2020,Tamil Nadu,445851,52070,386173,7608
13600,05-09-2020,Tamil Nadu,451827,51633,392507,7687
13601,06-09-2020,Tamil Nadu,457697,51583,398366,7748
13602,07-09-2020,Tamil Nadu,463480,51458,404186,7836
13603,08-09-2020,Tamil Nadu,469256,51215,410116,7925
13604,09-09-2020,Tamil Nadu,474940,50213,416715,8012
13605,10-09-2020,Tamil Nadu,480524,49203,423231,8090
13606,11-09-2020,Tamil Nadu,486052,48482,429416,8154
13607,12-09-2020,Tamil Nadu,491571,47918,435422,8231
13608,13-09-2020,Tamil Nadu,497066,47110,441649,8307
13609,14-09-2020,Tamil Nadu,502759,47012,447366,8381
13610,15-09-2020,Tamil Nadu,508511,46912,453165,8434
13611,16-09-2020,Tamil Nadu,514208,46806,458900,8502
13612,17-09-2020,Tamil Nadu,519860,46633,464668,8559
13613,18-09-2020,Tamil Nadu,525420,46610,470192,8618
13614,19-09-2020,Tamil Nadu,530908,46506,475717,8685
13615,20-09-2020,Tamil Nadu,536477,46453,481273,8751
13616,21-09-2020,Tamil Nadu,541993,46703,486479,8811
13617,22-09-2020,Tamil Nadu,547337,46495,491971,8871
13618,23-09-2020,Tamil Nadu,552674,46350,497377,8947
13619,24-09-2020,Tamil Nadu,557999,46249,502740,9010
13620,25-09-2020,Tamil Nadu,563691,46405,508210,9076
13621,26-09-2020,Tamil Nadu,569370,46386,513836,9148
13622,27-09-2020,Tamil Nadu,575017,46336,519448,9233
13623,28-09-2020,Tamil Nadu,580808,46341,525154,9313
13624,29-09-2020,Tamil Nadu,586397,46306,530708,9383
13625,30-09-2020,Tamil Nadu,591943,46281,536209,9453
13626,01-10-2020,Tamil Nadu,597602,46263,541819,9520
13627,02-10-2020,Tamil Nadu,603290,46369,547335,9586
13628,03-10-2020,Tamil Nadu,608885,46294,552938,9653
13629,04-10-2020,Tamil Nadu,614507,46255,558534,9718
13630,05-10-2020,Tamil Nadu,619996,46120,564092,9784
13631,06-10-2020,Tamil Nadu,625391,45881,569664,9846
13632,07-10-2020,Tamil Nadu,630408,45279,575212,9917
13633,08-10-2020,Tamil Nadu,635855,45135,580736,9984
13634,09-10-2020,Tamil Nadu,640943,44437,586454,10052
13635,10-10-2020,Tamil Nadu,646128,44197,591811,10120
13636,11-10-2020,Tamil Nadu,651370,44150,597033,10187
13637,12-10-2020,Tamil Nadu,656385,44095,602038,10252
13638,13-10-2020,Tamil Nadu,661264,43747,607203,10314
13639,14-10-2020,Tamil Nadu,665930,43239,612320,10371
13640,15-10-2020,Tamil Nadu,670392,42566,617403,10423
13641,16-10-2020,Tamil Nadu,674802,41872,622458,10472
13642,17-10-2020,Tamil Nadu,679191,40959,627703,10529
13643,18-10-2020,Tamil Nadu,683486,40192,632708,10586
13644,19-10-2020,Tamil Nadu,687400,39121,637637,10642
13645,20-10-2020,Tamil Nadu,690936,38093,642152,10691
13646,21-10-2020,Tamil Nadu,694030,36734,646555,10741
13647,22-10-2020,Tamil Nadu,697116,35480,650856,10780
13648,23-10-2020,Tamil Nadu,700193,34198,655170,10825
13649,24-10-2020,Tamil Nadu,703250,32960,659432,10858
13650,25-10-2020,Tamil Nadu,706136,31787,663456,10893
13651,26-10-2020,Tamil Nadu,709005,30606,667475,10924
13652,27-10-2020,Tamil Nadu,711713,29268,671489,10956
13653,28-10-2020,Tamil Nadu,714235,27734,675518,10983
13654,29-10-2020,Tamil Nadu,716751,26356,679377,11018
13655,30-10-2020,Tamil Nadu,719403,24886,683464,11053
13656,31-10-2020,Tamil Nadu,722011,23532,687388,11091
13657,01-11-2020,Tamil Nadu,724522,22164,691236,11122
13658,02-11-2020,Tamil Nadu,727026,20994,694880,11152
13659,03-11-2020,Tamil Nadu,729507,19504,698820,11183
13660,04-11-2020,Tamil Nadu,731942,19201,701527,11214
13661,05-11-2020,Tamil Nadu,734429,19154,704031,11244
13662,06-11-2020,Tamil Nadu,736777,19061,706444,11272
13663,07-11-2020,Tamil Nadu,739147,19002,708846,11299
13664,08-11-2020,Tamil Nadu,741488,18966,711198,11324
13665,09-11-2020,Tamil Nadu,743822,18894,713584,11344
13666,10-11-2020,Tamil Nadu,746079,18825,715892,11362
13667,11-11-2020,Tamil Nadu,748225,18709,718129,11387
13668,12-11-2020,Tamil Nadu,750409,18655,720339,11415
13669,13-11-2020,Tamil Nadu,752521,18395,722686,11440
13670,14-11-2020,Tamil Nadu,754460,17748,725258,11454
13671,15-11-2020,Tamil Nadu,756372,17154,727752,11466
13672,16-11-2020,Tamil Nadu,758191,16441,730272,11478
13673,17-11-2020,Tamil Nadu,759916,15765,732656,11495
13674,18-11-2020,Tamil Nadu,761568,15085,734970,11513
13675,19-11-2020,Tamil Nadu,763282,14470,737281,11531
13676,20-11-2020,Tamil Nadu,764989,13907,739532,11550
13677,21-11-2020,Tamil Nadu,766677,13404,741705,11568
13678,22-11-2020,Tamil Nadu,768340,12916,743838,11586
13679,23-11-2020,Tamil Nadu,769995,12542,745848,11605
13680,24-11-2020,Tamil Nadu,771619,12245,747752,11622
13681,25-11-2020,Tamil Nadu,773176,11875,749662,11639
13682,26-11-2020,Tamil Nadu,774710,11520,751535,11655
13683,27-11-2020,Tamil Nadu,776174,11173,753332,11669
13684,28-11-2020,Tamil Nadu,777616,11109,754826,11681
13685,29-11-2020,Tamil Nadu,779046,11073,756279,11694
13686,30-11-2020,Tamil Nadu,780505,11052,757750,11703
13687,01-12-2020,Tamil Nadu,781915,10997,759206,11712
13688,02-12-2020,Tamil Nadu,783319,10980,760617,11722
13689,03-12-2020,Tamil Nadu,784747,10999,762015,11733
13690,04-12-2020,Tamil Nadu,786163,10988,763428,11747
13691,05-12-2020,Tamil Nadu,787554,10938,764854,11762
13692,06-12-2020,Tamil Nadu,788920,10882,766261,11777
13693,07-12-2020,Tamil Nadu,790240,10688,767759,11793
13694,08-12-2020,Tamil Nadu,791552,10695,769048,11809
13695,09-12-2020,Tamil Nadu,792788,10588,770378,11822
13696,10-12-2020,Tamil Nadu,794020,10491,771693,11836
13697,11-12-2020,Tamil Nadu,795240,10392,772995,11853
13698,12-12-2020,Tamil Nadu,796475,10299,774306,11870
13699,13-12-2020,Tamil Nadu,797693,10208,775602,11883
13700,14-12-2020,Tamil Nadu,798888,10115,776878,11895
13701,15-12-2020,Tamil Nadu,800029,10039,778081,11909
13702,17-12-2020,Tamil Nadu,802342,9880,780531,11931
13703,18-12-2020,Tamil Nadu,803516,9829,781745,11942
13704,19-12-2020,Tamil Nadu,804650,9781,782915,11954
13705,20-12-2020,Tamil Nadu,805777,9692,784117,11968
13706,21-12-2020,Tamil Nadu,806891,9593,785315,11983
13707,22-12-2020,Tamil Nadu,807962,9495,786472,11995
13708,23-12-2020,Tamil Nadu,809014,9391,787611,12012
13709,24-12-2020,Tamil Nadu,810080,9314,788742,12024
13710,25-12-2020,Tamil Nadu,811115,9217,789862,12036
13711,26-12-2020,Tamil Nadu,812142,9129,790965,12048
13712,27-12-2020,Tamil Nadu,813161,9039,792063,12059
13713,28-12-2020,Tamil Nadu,814170,8947,793154,12069
13714,29-12-2020,Tamil Nadu,815175,8867,794228,12080
13715,30-12-2020,Tamil Nadu,816132,8747,795293,12092
13716,31-12-2020,Tamil Nadu,817077,8615,796353,12109
13717,03-01-2021,Tamil Nadu,819845,8272,799427,12146
13718,04-01-2021,Tamil Nadu,820712,8127,800429,12156
13719,05-01-2021,Tamil Nadu,821550,7970,801414,12166
13720,06-01-2021,Tamil Nadu,822370,7808,802385,12177
13721,07-01-2021,Tamil Nadu,823181,7665,803328,12188
13722,08-01-2021,Tamil Nadu,823986,7547,804239,12200
13723,09-01-2021,Tamil Nadu,824776,7432,805136,12208
13724,10-01-2021,Tamil Nadu,825537,7304,806018,12215
13725,11-01-2021,Tamil Nadu,826261,7164,806875,12222
13726,12-01-2021,Tamil Nadu,826943,6971,807744,12228
13727,13-01-2021,Tamil Nadu,827614,6807,808571,12236
13728,14-01-2021,Tamil Nadu,828287,6653,809392,12242
13729,15-01-2021,Tamil Nadu,828952,6488,810218,12246
13730,16-01-2021,Tamil Nadu,829573,6299,811023,12251
13731,17-01-2021,Tamil Nadu,830183,6128,811798,12257
13732,18-01-2021,Tamil Nadu,830772,5940,812568,12264
13733,19-01-2021,Tamil Nadu,831323,5725,813326,12272
13734,20-01-2021,Tamil Nadu,831866,5487,814098,12281
13735,21-01-2021,Tamil Nadu,832415,5314,814811,12290
13736,22-01-2021,Tamil Nadu,833011,5196,815516,12299
13737,23-01-2021,Tamil Nadu,833585,5073,816205,12307
13738,24-01-2021,Tamil Nadu,834171,4984,816878,12309
13739,25-01-2021,Tamil Nadu,834740,4904,817520,12316
13740,27-01-2021,Tamil Nadu,835803,4736,818742,12325
13741,28-01-2021,Tamil Nadu,836315,4676,819306,12333
13742,29-01-2021,Tamil Nadu,836818,4629,819850,12339
13743,30-01-2021,Tamil Nadu,837327,4601,820381,12345
13744,31-01-2021,Tamil Nadu,837832,4575,820907,12350
13745,01-02-2021,Tamil Nadu,838340,4554,821430,12356
13746,02-02-2021,Tamil Nadu,838842,4532,821947,12363
13747,03-02-2021,Tamil Nadu,839352,4517,822468,12367
13748,04-02-2021,Tamil Nadu,839866,4494,823001,12371
13749,05-02-2021,Tamil Nadu,840360,4467,823518,12375
13750,06-02-2021,Tamil Nadu,840849,4446,824024,12379
13751,07-02-2021,Tamil Nadu,841326,4417,824527,12382
13752,08-02-2021,Tamil Nadu,841797,4389,825025,12383
13753,09-02-2021,Tamil Nadu,842261,4354,825520,12387
13754,10-02-2021,Tamil Nadu,842730,4328,826011,12391
13755,11-02-2021,Tamil Nadu,843209,4309,826504,12396
13756,12-02-2021,Tamil Nadu,843690,4294,826994,12402
13757,13-02-2021,Tamil Nadu,844173,4285,827480,12408
13758,14-02-2021,Tamil Nadu,844650,4275,827962,12413
13759,15-02-2021,Tamil Nadu,845120,4260,828441,12419
13760,16-02-2021,Tamil Nadu,845575,4232,828918,12425
13761,17-02-2021,Tamil Nadu,846026,4206,829388,12432
13762,18-02-2021,Tamil Nadu,846480,4192,829850,12438
13763,19-02-2021,Tamil Nadu,846937,4173,830320,12444
13764,20-02-2021,Tamil Nadu,847385,4147,830787,12451
13765,21-02-2021,Tamil Nadu,847823,4120,831246,12457
13766,22-02-2021,Tamil Nadu,848275,4109,831706,12460
13767,23-02-2021,Tamil Nadu,848724,4091,832167,12466
13768,24-02-2021,Tamil Nadu,849166,4074,832620,12472
13769,25-02-2021,Tamil Nadu,849629,4062,833089,12478
13770,26-02-2021,Tamil Nadu,850096,4053,833560,12483
13771,27-02-2021,Tamil Nadu,850577,4046,834043,12488
13772,01-03-2021,Tamil Nadu,851542,4022,835024,12496
13773,02-03-2021,Tamil Nadu,852016,4009,835506,12501
13774,03-03-2021,Tamil Nadu,852478,3997,835979,12502
13775,04-03-2021,Tamil Nadu,852967,3990,836473,12504
13776,06-03-2021,Tamil Nadu,853992,3954,837525,12513
13777,07-03-2021,Tamil Nadu,854554,3952,838085,12517
13778,08-03-2021,Tamil Nadu,855121,3997,838606,12518
13779,09-03-2021,Tamil Nadu,855677,4018,839138,12521
13780,10-03-2021,Tamil Nadu,856246,4073,839648,12525
13781,11-03-2021,Tamil Nadu,856917,4207,840180,12530
13782,13-03-2021,Tamil Nadu,858272,4483,841250,12539
13783,14-03-2021,Tamil Nadu,858967,4662,841762,12543
13784,15-03-2021,Tamil Nadu,859726,4870,842309,12547
13785,16-03-2021,Tamil Nadu,860562,5149,842862,12551
13786,17-03-2021,Tamil Nadu,861429,5450,843423,12556
13787,18-03-2021,Tamil Nadu,862374,5811,843999,12564
13788,19-03-2021,Tamil Nadu,863363,6222,844568,12573
13789,20-03-2021,Tamil Nadu,864450,6690,845178,12582
13790,21-03-2021,Tamil Nadu,865693,7291,845812,12590
13791,22-03-2021,Tamil Nadu,866982,7903,846480,12599
13792,23-03-2021,Tamil Nadu,868367,8619,847139,12609
13793,24-03-2021,Tamil Nadu,869804,9145,848041,12618
13794,25-03-2021,Tamil Nadu,871440,9746,849064,12630
13795,27-03-2021,Tamil Nadu,875190,11318,851222,12650
13796,28-03-2021,Tamil Nadu,877279,12157,852463,12659
13797,29-03-2021,Tamil Nadu,879473,13070,853733,12670
13798,30-03-2021,Tamil Nadu,881752,13983,855085,12684
13799,31-03-2021,Tamil Nadu,884094,14846,856548,12700
13800,01-04-2021,Tamil Nadu,886673,15879,858075,12719
13801,02-04-2021,Tamil Nadu,889490,17043,859709,12738
13802,03-04-2021,Tamil Nadu,892780,18606,861424,12750
13803,04-04-2021,Tamil Nadu,896226,20204,863258,12764
13804,05-04-2021,Tamil Nadu,899807,21958,865071,12778
13805,06-04-2021,Tamil Nadu,903479,23777,866913,12789
13806,07-04-2021,Tamil Nadu,907124,25598,868722,12804
13807,08-04-2021,Tamil Nadu,911110,27743,870546,12821
13808,09-04-2021,Tamil Nadu,915386,30131,872415,12840
13809,10-04-2021,Tamil Nadu,920827,33659,874305,12863
13810,11-04-2021,Tamil Nadu,926816,37673,876257,12886
13811,12-04-2021,Tamil Nadu,933434,41955,878571,12908
13812,13-04-2021,Tamil Nadu,940145,46308,880910,12927
13813,14-04-2021,Tamil Nadu,947129,49985,884199,12945
13814,15-04-2021,Tamil Nadu,954948,54315,887663,12970
13815,16-04-2021,Tamil Nadu,962935,58097,891839,12999
13816,17-04-2021,Tamil Nadu,971384,61593,896759,13032
13817,18-04-2021,Tamil Nadu,980728,65635,902022,13071
13818,19-04-2021,Tamil Nadu,991451,70391,907947,13113
13819,20-04-2021,Tamil Nadu,1002392,75116,914119,13157
13820,21-04-2021,Tamil Nadu,1013378,79804,920369,13205
13821,22-04-2021,Tamil Nadu,1025059,84361,927440,13258
13822,23-04-2021,Tamil Nadu,1037711,89428,934966,13317
13823,24-04-2021,Tamil Nadu,1051487,95048,943044,13395
13824,25-04-2021,Tamil Nadu,1066329,100668,952186,13475
13825,26-04-2021,Tamil Nadu,1081988,105180,963251,13557
13826,27-04-2021,Tamil Nadu,1097672,107145,976876,13651
13827,28-04-2021,Tamil Nadu,1113502,108855,990919,13728
13828,29-04-2021,Tamil Nadu,1130167,110308,1006033,13826
13829,30-04-2021,Tamil Nadu,1148064,112556,1021575,13933
13830,01-05-2021,Tamil Nadu,1166756,115128,1037582,14046
13831,02-05-2021,Tamil Nadu,1186344,117405,1054746,14193
13832,03-05-2021,Tamil Nadu,1207112,120444,1072322,14346
13833,04-05-2021,Tamil Nadu,1228064,123258,1090338,14468
13834,05-05-2021,Tamil Nadu,1249292,125230,1109450,14612
13835,06-05-2021,Tamil Nadu,1272602,128311,1129512,14779
13836,07-05-2021,Tamil Nadu,1297500,131468,1151058,14974
13837,08-05-2021,Tamil Nadu,1323965,135355,1173439,15171
13838,09-05-2021,Tamil Nadu,1351362,139401,1196549,15412
13839,10-05-2021,Tamil Nadu,1380259,144547,1220064,15648
13840,11-05-2021,Tamil Nadu,1409237,152389,1240968,15880
13841,12-05-2021,Tamil Nadu,1438509,162181,1260150,16178
13842,13-05-2021,Tamil Nadu,1468864,172735,1279658,16471
13843,14-05-2021,Tamil Nadu,1468864,172735,1279658,16471
13844,15-05-2021,Tamil Nadu,1499485,183772,1298945,16768
13845,16-05-2021,Tamil Nadu,1565035,207789,1339887,17359
13846,17-05-2021,Tamil Nadu,1598216,219342,1361204,17670
13847,18-05-2021,Tamil Nadu,1631291,231596,1381690,18005
13848,19-05-2021,Tamil Nadu,1664350,242929,1403052,18369
13849,20-05-2021,Tamil Nadu,1699225,253576,1426915,18734
13850,21-05-2021,Tamil Nadu,1734804,263390,1452283,19131
13851,22-05-2021,Tamil Nadu,1770988,274629,1476761,19598
13852,23-05-2021,Tamil Nadu,1806861,284278,1502537,20046
13853,24-05-2021,Tamil Nadu,1842344,294143,1527733,20468
13854,25-05-2021,Tamil Nadu,1877211,301580,1554759,20872
13855,26-05-2021,Tamil Nadu,1911496,306652,1583504,21340
13856,27-05-2021,Tamil Nadu,1945260,310224,1613221,21815
13857,28-05-2021,Tamil Nadu,1978621,313048,1643284,22289
13858,30-05-2021,Tamil Nadu,2039716,310157,1706298,23261
13859,31-05-2021,Tamil Nadu,2068580,305546,1739280,23754
13860,01-06-2021,Tamil Nadu,2096516,301781,1770503,24232
13861,02-06-2021,Tamil Nadu,2123029,296131,1802176,24722
13862,03-06-2021,Tamil Nadu,2148346,288702,1834439,25205
13863,04-06-2021,Tamil Nadu,2172751,280426,1866660,25665
13864,05-06-2021,Tamil Nadu,2195402,268968,1900306,26128
13865,06-06-2021,Tamil Nadu,2216812,257463,1932778,26571
13866,07-06-2021,Tamil Nadu,2237233,244289,1965939,27005
13867,08-06-2021,Tamil Nadu,2256681,232026,1997299,27356
13868,09-06-2021,Tamil Nadu,2274704,218595,2028344,27765
13869,10-06-2021,Tamil Nadu,2292025,204258,2059597,28170
13870,11-06-2021,Tamil Nadu,2308838,188664,2091646,28528
13871,12-03-2020,Telangana,1,1,0,0
13872,13-03-2020,Telangana,1,1,0,0
13873,14-03-2020,Telangana,1,1,0,0
13874,15-03-2020,Telangana,3,2,1,0
13875,16-03-2020,Telangana,3,2,1,0
13876,17-03-2020,Telangana,5,4,1,0
13877,18-03-2020,Telangana,5,4,1,0
13878,19-03-2020,Telangana,6,5,1,0
13879,20-03-2020,Telangana,16,15,1,0
13880,21-03-2020,Telangana,19,18,1,0
13881,22-03-2020,Telangana,22,21,1,0
13882,23-03-2020,Telangana,32,31,1,0
13883,24-03-2020,Telangana,32,31,1,0
13884,25-03-2020,Telangana,35,34,1,0
13885,26-03-2020,Telangana,41,40,1,0
13886,27-03-2020,Telangana,45,44,1,0
13887,28-03-2020,Telangana,56,55,1,0
13888,29-03-2020,Telangana,66,64,1,1
13889,30-03-2020,Telangana,69,67,1,1
13890,31-03-2020,Telangana,79,77,1,1
13891,01-04-2020,Telangana,94,90,1,3
13892,02-04-2020,Telangana,96,92,1,3
13893,03-04-2020,Telangana,107,103,1,3
13894,04-04-2020,Telangana,158,150,1,7
13895,05-04-2020,Telangana,269,230,32,7
13896,06-04-2020,Telangana,321,280,34,7
13897,07-04-2020,Telangana,321,280,34,7
13898,08-04-2020,Telangana,364,322,35,7
13899,09-04-2020,Telangana,427,385,35,7
13900,10-04-2020,Telangana,442,400,35,7
13901,11-04-2020,Telangana,473,423,43,7
13902,12-04-2020,Telangana,504,452,43,9
13903,13-04-2020,Telangana,504,452,43,9
13904,14-04-2020,Telangana,562,446,100,16
13905,15-04-2020,Telangana,624,507,100,17
13906,16-04-2020,Telangana,647,509,120,18
13907,17-04-2020,Telangana,700,496,186,18
13908,18-04-2020,Telangana,766,562,186,18
13909,19-04-2020,Telangana,809,605,186,18
13910,20-04-2020,Telangana,844,640,186,18
13911,21-04-2020,Telangana,873,660,190,23
13912,22-04-2020,Telangana,928,711,194,23
13913,23-04-2020,Telangana,945,728,194,23
13914,24-04-2020,Telangana,960,739,197,24
13915,25-04-2020,Telangana,984,705,253,26
13916,26-04-2020,Telangana,991,685,280,26
13917,27-04-2020,Telangana,1002,696,280,26
13918,28-04-2020,Telangana,1004,657,321,26
13919,29-04-2020,Telangana,1004,657,321,26
13920,30-04-2020,Telangana,1012,619,367,26
13921,01-05-2020,Telangana,1038,615,397,26
13922,02-05-2020,Telangana,1039,572,441,26
13923,03-05-2020,Telangana,1063,577,458,28
13924,04-05-2020,Telangana,1082,563,490,29
13925,05-05-2020,Telangana,1085,471,585,29
13926,06-05-2020,Telangana,1096,482,585,29
13927,07-05-2020,Telangana,1107,450,628,29
13928,08-05-2020,Telangana,1123,444,650,29
13929,09-05-2020,Telangana,1133,404,700,29
13930,10-05-2020,Telangana,1163,383,750,30
13931,11-05-2020,Telangana,1196,416,750,30
13932,12-05-2020,Telangana,1275,445,800,30
13933,13-05-2020,Telangana,1326,464,830,32
13934,14-05-2020,Telangana,1367,393,940,34
13935,15-05-2020,Telangana,1414,430,950,34
13936,16-05-2020,Telangana,1454,461,959,34
13937,17-05-2020,Telangana,1509,504,971,34
13938,18-05-2020,Telangana,1551,525,992,34
13939,19-05-2020,Telangana,1597,562,1000,35
13940,20-05-2020,Telangana,1634,586,1010,38
13941,21-05-2020,Telangana,1661,606,1015,40
13942,22-05-2020,Telangana,1699,619,1035,45
13943,23-05-2020,Telangana,1761,673,1043,45
13944,24-05-2020,Telangana,1813,699,1065,49
13945,25-05-2020,Telangana,1854,711,1090,53
13946,26-05-2020,Telangana,1920,700,1164,56
13947,27-05-2020,Telangana,1991,650,1284,57
13948,28-05-2020,Telangana,2098,751,1284,63
13949,29-05-2020,Telangana,2256,844,1345,67
13950,30-05-2020,Telangana,2425,973,1381,71
13951,31-05-2020,Telangana,2499,1010,1412,77
13952,01-06-2020,Telangana,2698,1188,1428,82
13953,02-06-2020,Telangana,2792,1213,1491,88
13954,03-06-2020,Telangana,2891,1273,1526,92
13955,04-06-2020,Telangana,3020,1365,1556,99
13956,05-06-2020,Telangana,3147,1455,1587,105
13957,06-06-2020,Telangana,3290,1550,1627,113
13958,07-06-2020,Telangana,3496,1663,1710,123
13959,08-06-2020,Telangana,3580,1747,1710,123
13960,09-06-2020,Telangana,3650,1803,1710,137
13961,10-06-2020,Telangana,3920,1963,1809,148
13962,11-06-2020,Telangana,4111,2138,1817,156
13963,12-06-2020,Telangana,4320,2162,1993,165
13964,13-06-2020,Telangana,4484,2032,2278,174
13965,14-06-2020,Telangana,4737,2203,2352,182
13966,15-06-2020,Telangana,4974,2412,2377,185
13967,16-06-2020,Telangana,5193,2240,2766,187
13968,17-06-2020,Telangana,5406,2188,3027,191
13969,18-06-2020,Telangana,5675,2412,3071,192
13970,19-06-2020,Telangana,6027,2531,3301,195
13971,20-06-2020,Telangana,6526,2975,3353,198
13972,21-06-2020,Telangana,7072,3363,3506,203
13973,22-06-2020,Telangana,7802,3861,3731,210
13974,23-06-2020,Telangana,8674,4452,4005,217
13975,24-06-2020,Telangana,9553,5109,4224,220
13976,25-06-2020,Telangana,10444,5858,4361,225
13977,26-06-2020,Telangana,11364,6446,4688,230
13978,27-06-2020,Telangana,12349,7346,4766,237
13979,28-06-2020,Telangana,13436,8265,4928,243
